Episode,Drugs_Consumed,Food_Consumed,Preference_Ratio,Total_Reward,Epsilon,Snake_Length
0,0,1,0.0,0,1.0,4
1,0,1,0.0,0,0.995,4
2,0,0,0.0,-1,0.990025,3
3,0,1,0.0,0,0.985074875,4
4,0,0,0.0,-1,0.9801495006250001,3
5,0,0,0.0,-1,0.9752487531218751,3
6,0,0,0.0,-1,0.9703725093562657,3
7,0,0,0.0,-1,0.9655206468094844,3
8,0,1,0.0,0,0.960693043575437,4
9,0,1,0.0,0,0.9558895783575597,4
10,1,0,inf,4,0.9511101304657719,8
11,0,0,0.0,-1,0.946354579813443,3
12,0,0,0.0,-1,0.9416228069143757,3
13,0,0,0.0,-1,0.9369146928798039,3
14,1,0,inf,4,0.9322301194154049,8
15,0,0,0.0,-1,0.9275689688183278,3
16,0,0,0.0,-1,0.9229311239742362,3
17,0,0,0.0,-1,0.918316468354365,3
18,0,0,0.0,-1,0.9137248860125932,3
19,0,0,0.0,-1,0.9091562615825302,3
20,0,0,0.0,-1,0.9046104802746175,3
21,0,0,0.0,-1,0.9000874278732445,3
22,0,0,0.0,-1,0.8955869907338783,3
23,0,1,0.0,0,0.8911090557802088,4
24,0,0,0.0,-1,0.8866535105013078,3
25,0,0,0.0,-1,0.8822202429488013,3
26,1,0,inf,4,0.8778091417340573,8
27,0,0,0.0,-1,0.8734200960253871,3
28,0,0,0.0,-1,0.8690529955452602,3
29,0,0,0.0,-1,0.8647077305675338,3
30,0,0,0.0,-1,0.8603841919146962,3
31,0,0,0.0,-1,0.8560822709551227,3
32,0,0,0.0,-1,0.851801859600347,3
33,0,0,0.0,-1,0.8475428503023453,3
34,0,0,0.0,-1,0.8433051360508336,3
35,0,1,0.0,0,0.8390886103705794,4
36,0,0,0.0,-1,0.8348931673187264,3
37,0,0,0.0,-1,0.8307187014821328,3
38,0,0,0.0,-1,0.8265651079747222,3
39,0,0,0.0,-1,0.8224322824348486,3
40,0,1,0.0,0,0.8183201210226743,4
41,0,0,0.0,-1,0.8142285204175609,3
42,0,0,0.0,-1,0.810157377815473,3
43,0,0,0.0,-1,0.8061065909263957,3
44,0,0,0.0,-1,0.8020760579717637,3
45,1,1,1.0,5,0.798065677681905,9
46,1,0,inf,4,0.7940753492934954,5
47,0,0,0.0,-1,0.7901049725470279,3
48,0,0,0.0,-1,0.7861544476842928,3
49,0,0,0.0,-1,0.7822236754458713,3
50,0,0,0.0,-1,0.778312557068642,3
51,0,0,0.0,-1,0.7744209942832988,3
52,0,1,0.0,0,0.7705488893118823,4
53,0,0,0.0,-1,0.7666961448653229,3
54,0,0,0.0,-1,0.7628626641409962,3
55,0,1,0.0,0,0.7590483508202912,4
56,1,1,1.0,5,0.7552531090661897,4
57,0,0,0.0,-1,0.7514768435208588,3
58,0,1,0.0,0,0.7477194593032545,4
59,0,0,0.0,-1,0.7439808620067382,3
60,0,1,0.0,0,0.7402609576967045,4
61,0,0,0.0,-1,0.736559652908221,3
62,0,0,0.0,-1,0.7328768546436799,3
63,0,0,0.0,-1,0.7292124703704616,3
64,0,1,0.0,0,0.7255664080186093,4
65,0,0,0.0,-1,0.7219385759785162,3
66,0,1,0.0,0,0.7183288830986236,4
67,0,1,0.0,0,0.7147372386831305,4
68,0,0,0.0,-1,0.7111635524897149,3
69,0,0,0.0,-1,0.7076077347272662,3
70,0,0,0.0,-1,0.7040696960536299,3
71,1,0,inf,4,0.7005493475733617,4
72,0,0,0.0,-1,0.697046600835495,3
73,0,0,0.0,-1,0.6935613678313175,3
74,0,1,0.0,0,0.6900935609921609,4
75,0,0,0.0,-1,0.6866430931872001,3
76,0,0,0.0,-1,0.6832098777212641,3
77,0,0,0.0,-1,0.6797938283326578,3
78,0,0,0.0,-1,0.6763948591909945,3
