Episode,Drugs_Consumed,Food_Consumed,Preference_Ratio,Total_Reward,Snake_Length,Steps,Loop
0,60,10,6.0,369,13,506,0
1,27,5,5.4,166,8,226,0
2,18,3,6.0,110,6,190,0
3,27,6,4.5,167,9,235,0
4,11,3,3.6666666666666665,68,6,121,0
5,36,5,7.2,220,8,300,0
6,80,4,20.0,483,7,563,0
7,21,3,7.0,128,6,170,0
8,15,3,5.0,92,6,112,0
9,13,2,6.5,79,5,88,0
10,78,5,15.6,472,8,626,0
11,21,4,5.25,129,7,165,0
12,5,2,2.5,31,5,59,0
13,56,4,14.0,339,7,449,0
14,33,6,5.5,203,9,294,0
15,62,3,20.666666666666668,374,6,489,0
16,24,4,6.0,147,7,197,0
17,36,4,9.0,219,7,264,0
18,42,6,7.0,257,9,413,0
19,35,2,17.5,211,5,264,0
20,12,4,3.0,75,7,131,0
21,36,3,12.0,218,6,267,0
22,46,8,5.75,283,11,390,0
23,51,8,6.375,313,11,416,0
24,39,5,7.8,238,8,325,0
25,55,1,55.0,330,4,402,0
26,69,6,11.5,419,9,571,0
27,81,6,13.5,491,9,600,0
28,23,3,7.666666666666667,140,6,201,0
29,27,4,6.75,165,7,224,0
30,16,3,5.333333333333333,98,6,149,0
31,25,3,8.333333333333334,152,6,172,0
32,1,0,inf,5,3,51,0
33,7,4,1.75,45,7,78,0
34,22,3,7.333333333333333,134,6,171,0
35,46,5,9.2,280,8,357,0
36,18,4,4.5,111,7,138,0
37,57,3,19.0,344,6,484,0
38,17,3,5.666666666666667,104,6,151,0
39,53,7,7.571428571428571,324,10,394,0
40,1,0,inf,5,3,52,0
41,30,7,4.285714285714286,186,10,233,0
42,29,2,14.5,175,5,208,0
43,22,2,11.0,133,5,189,0
44,7,4,1.75,45,7,67,0
45,267,6,44.5,1607,9,2171,0
46,46,9,5.111111111111111,284,12,441,0
47,52,10,5.2,321,13,508,0
48,9,2,4.5,55,5,76,0
49,11,3,3.6666666666666665,68,6,99,0
50,35,4,8.75,213,7,318,0
51,36,7,5.142857142857143,222,10,330,0
52,12,2,6.0,73,5,99,0
53,17,2,8.5,103,5,107,0
54,32,5,6.4,196,8,290,0
55,7,2,3.5,43,5,66,0
56,19,3,6.333333333333333,116,6,187,0
57,61,4,15.25,369,7,437,0
58,4,2,2.0,25,5,30,0
59,50,5,10.0,304,8,412,0
60,41,5,8.2,250,8,350,0
61,34,8,4.25,211,11,332,0
62,30,2,15.0,181,5,219,0
63,66,4,16.5,399,7,590,0
64,16,2,8.0,97,5,129,0
65,29,6,4.833333333333333,179,9,260,0
66,5,1,5.0,30,4,45,0
67,3,0,inf,17,3,29,0
68,41,5,8.2,250,8,314,0
69,34,4,8.5,207,7,291,0
70,26,5,5.2,160,8,207,0
71,36,6,6.0,221,9,311,0
72,4,2,2.0,25,5,42,0
73,66,8,8.25,403,11,535,0
74,75,3,25.0,452,6,555,0
75,11,4,2.75,69,7,96,0
76,21,3,7.0,128,6,168,0
77,23,2,11.5,139,5,173,0
78,27,2,13.5,163,5,198,0
79,72,7,10.285714285714286,438,10,562,0
80,48,2,24.0,289,5,313,0
81,62,3,20.666666666666668,374,6,428,0
82,28,4,7.0,171,7,194,0
83,8,2,4.0,49,5,75,0
84,15,1,15.0,90,4,131,0
85,20,1,20.0,120,4,179,0
86,28,5,5.6,172,8,227,0
87,13,3,4.333333333333333,80,6,120,0
88,12,1,12.0,72,4,144,0
89,57,4,14.25,345,7,420,0
90,62,6,10.333333333333334,377,9,495,0
91,29,2,14.5,175,5,235,0
92,13,4,3.25,81,7,130,0
93,10,4,2.5,63,7,70,0
94,31,6,5.166666666666667,191,9,263,0
95,12,3,4.0,74,6,117,0
96,11,3,3.6666666666666665,68,6,107,0
97,1,1,1.0,6,4,21,0
98,31,5,6.2,190,8,279,0
99,33,4,8.25,201,7,264,0
100,15,3,5.0,92,6,140,0
101,3,0,inf,17,3,66,0
102,57,2,28.5,343,5,433,0
103,80,3,26.666666666666668,482,6,582,0
104,33,4,8.25,201,7,271,0
105,51,3,17.0,308,6,355,0
106,60,6,10.0,365,9,438,0
107,32,4,8.0,195,7,295,0
108,46,9,5.111111111111111,284,12,378,0
109,56,3,18.666666666666668,338,6,456,0
110,50,2,25.0,301,5,371,0
111,36,2,18.0,217,5,311,0
112,46,10,4.6,285,13,417,0
113,71,3,23.666666666666668,428,6,564,0
114,35,3,11.666666666666666,212,6,289,0
115,8,0,inf,47,3,92,0
116,22,4,5.5,135,7,192,0
117,21,4,5.25,129,7,140,0
118,24,3,8.0,146,6,191,0
119,54,4,13.5,327,7,444,0
120,34,2,17.0,205,5,261,0
121,3,0,inf,17,3,80,0
122,43,3,14.333333333333334,260,6,321,0
123,21,2,10.5,127,5,140,0
124,36,4,9.0,219,7,341,0
125,39,6,6.5,239,9,284,0
126,52,6,8.666666666666666,317,9,423,0
127,40,4,10.0,243,7,312,0
128,66,7,9.428571428571429,402,10,509,0
129,8,3,2.6666666666666665,50,6,87,0
130,56,0,inf,335,3,435,0
131,20,4,5.0,123,7,140,0
132,37,4,9.25,225,7,273,0
133,30,7,4.285714285714286,186,10,235,0
134,34,5,6.8,208,8,312,0
135,14,4,3.5,87,7,117,0
136,44,4,11.0,267,7,321,0
137,29,3,9.666666666666666,176,6,194,0
138,20,4,5.0,123,7,174,0
139,26,5,5.2,160,8,214,0
140,18,3,6.0,110,6,143,0
141,51,4,12.75,309,7,401,0
142,37,8,4.625,229,11,333,0
143,20,6,3.3333333333333335,125,9,175,0
144,38,1,38.0,228,4,294,0
145,16,4,4.0,99,7,126,0
146,26,1,26.0,156,4,195,0
147,35,3,11.666666666666666,212,6,257,0
148,31,3,10.333333333333334,188,6,256,0
149,44,3,14.666666666666666,266,6,353,0
150,29,3,9.666666666666666,176,6,230,0
151,20,4,5.0,123,7,154,0
152,22,3,7.333333333333333,134,6,207,0
153,25,4,6.25,153,7,205,0
154,12,2,6.0,73,5,123,0
155,20,1,20.0,120,4,157,0
156,75,11,6.818181818181818,460,14,613,0
157,75,3,25.0,452,6,587,0
158,30,2,15.0,181,5,240,0
159,48,7,6.857142857142857,294,10,417,0
160,51,4,12.75,309,7,430,0
161,22,2,11.0,133,5,193,0
